APPL_ID,SITE_ID,CLNT_NAME,FREQ,FREQ_PAIR,BWIDTH,EQ_MDL,STN_NAME,STN_ADDR,SID_LONG,SID_LAT,CIRCUIT_LEN,LAT_DEG,LAT_MIN,LAT_SEC,LAT_DIR_IND,LONG_DEG,LONG_MIN,LONG_SEC,LONG_DIR_IND,CURR_LIC_NUM,APPL_DATE,TO_APPL_ID,MASA_LAKU,STASIUN_LAWAN,TO_LAT_DEG,TO_LAT_MIN,TO_LAT_SEC,TO_LAT_DIR_IND,TO_LONG_DEG,TO_LONG_MIN,TO_LONG_SEC,TO_LONG_DIR_IND
2.03E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",22099,23107,14000,IPASOLINK400_23GHZ,3256184G9 TABEK PANJANG AGAM ATAS,"Baso - Sungai Janiah, Bungo Koto Tuo, Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4555625,-0.2698125,1.957,0,16,11.325,S,100,27,20.025,E,02904426-000SU/2620242025,9-Aug-24,2.03E+12,16-Aug-26,3356 Baso,0,17,7.575,S,100,27,49.725,E
2.93E+12,1,TELEKOMUNIKASI INDONESIA TBK,8236.92,7925.6,29650,ERICSSON ML-8TN,LBB086_BukitBulatBaso,KOMP. TELKOM BUKIT BULEK BASO JORONG 100 JANJANG KEC.IV ANGKAT AGAM,100.4860056,-0.33122222,12.342,0,19,52.4,S,100,29,9.62,E,02790541-000SU/2620232028,14-Nov-23,2.93E+12,27-Nov-26,BKT175_Kampung Cina,0,18,8.6,S,100,22,44.04,E
2.02E+12,1,TELEKOMUNIKASI INDONESIA TBK,7491,7652,28000,ERICSSON ML-7TN,LBB086_BukitBulatBaso,KOMP. TELKOM BUKIT BULEK BASO JORONG 100 JANJANG KEC.IV ANGKAT AGAM,100.4860056,-0.33122222,12.33,0,19,52.3999992,S,100,29,9.62016,E,02069321-000SU/2620182023,25-Jun-19,2.02E+12,9-Dec-26,BKT175_Kampung Cina,0,18,8.604,S,100,22,44.04,E
2.35E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",11445,10915,40000,CERAGON - FIBERAIR 1P-20C (11 GHZ),SSG_0643-NPDG_0030-R. Baso Payakumbuh,Jl. Bukit Bulat Kel. Jorong Seratus Janjang Nagari Canduang Koto Laweh Canduang,100.4858306,-0.3325,6.94,0,19,57,S,100,29,8.99,E,02440072-000SU/2620212026,8-Apr-21,2.35E+12,8-Apr-26,SB00078-NPDG_0115-Padang Tarok,0,16,13.45,S,100,29,40.73,E
2.35E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",10915,11445,40000,CERAGON - FIBERAIR 1P-20C (11 GHZ),SB00078-NPDG_0115-Padang Tarok,"Padang Tarok, Kec. Baso, Kabupaten Agam, Sumatera Barat 26192 BASO",100.4946472,-0.27040278,6.94,0,16,13.45,S,100,29,40.73,E,02440073-000SU/2620212026,8-Apr-21,2.35E+12,8-Apr-26,SSG_0643-NPDG_0030-R. Baso Payakumbuh,0,19,57,S,100,29,8.99,E
2.08E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",23114,,28000,NEC iPasolink VR4 Radio Frekuensi,3256176G9 Tabek Panjang Agam Bawah,"Tabek Panjang, Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4781875,-0.2840625,1.608,0,17,2.625,S,100,28,41.475,E,02950574-000SU/2620252026,12-Sep-25,2.08E+12,9-Feb-27,3356 Baso,0,17,7.575,S,100,27,49.725,E
3.00E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",23156,,56000,IPASOLINK400_23GHZ,3356 Baso,"Bungo Koto Tuo, Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4638125,-0.2854375,2.054,0,17,7.575,S,100,27,49.725,E,02860048-000SU/2620242029,22-Aug-25,3.00E+12,12-May-26,3256174G9 Ampang Gadang Agam,0,17,17.475,S,100,26,44.025,E
2.35E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",10835,11365,40000,CERAGON - FIBERAIR 1P-20C (11 GHZ),SB00078-NPDG_0115-Padang Tarok,"Padang Tarok, Kec. Baso, Kabupaten Agam, Sumatera Barat 26192 BASO",100.4946428,-0.27039611,6.94,0,16,13.42599996,S,100,29,40.71400008,E,02439227-000SU/2620212026,6-Apr-21,2.35E+12,6-Apr-26,SSG_0643-NPDG_0030-R. Baso Payakumbuh,0,19,57,S,100,29,8.88,E
2.10E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",23030,,28000,IPASOLINK400_23GHZ,3256176G9 Tabek Panjang Agam Bawah,"Baso, Kec. Baso, Kab. Agam, Sumatera Barat",100.4770625,-0.2840625,1.483,0,17,2.625,S,100,28,37.425,E,02987287-000SU/2620252026,11-Jul-25,2.10E+12,23-Jul-26,3356 Baso,0,17,7.575,S,100,27,49.725,E
2.01E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",14641,,28000,ZXMW NR8961 15G,225A970 Kamang Magek,"Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4466875,-0.2546875,2.579,0,15,16.875,S,100,26,48.075,E,02878272-000SU/2620242025,16-Jul-25,2.01E+12,7-Jul-26,3256177G9 Magek Agam,0,14,5.325,S,100,26,4.425,E
2.10E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",14837,,28000,ZXMW NR8961 15G,225A970 KAMANG MAGEK,"Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4466875,-0.2546875,2.579,0,15,16.875,S,100,26,48.075,E,02978475-000SU/2620252026,12-Aug-25,2.10E+12,9-Jul-26,3256177G9 MAGEK AGAM,0,14,5.325,S,100,26,4.425,E
2.88E+12,2,"INDOSAT TBK, PT.",7925.6,,29650,Huawei RTN XMC 8G-3 8 GHz,03LBU0101_TABEK_PANJANG_MT,"Baso - Sungai Janiah, Bungo Koto Tuo, Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4555625,-0.2698125,8.433,0,16,11.325,S,100,27,20.025,E,02729903-000SU/2620232028,27-Aug-25,2.88E+12,19-Jul-26,03BSR0017_ROADTO_PAYAKUMBUH_EP,0,19,36.975,S,100,30,19.125,E
2.03E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",14641,,28000,ZXMW NR8961 15G,225A970 Kamang Magek,"Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4466875,-0.2546875,2.579,0,15,16.875,S,100,26,48.075,E,02897056-000SU/2620242025,20-Aug-25,2.03E+12,10-Aug-26,3256177G9 Magek Agam,0,14,5.325,S,100,26,4.425,E
2.12E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",22022,23030,28000,FIBEAIR IP-20C (23GHZ),NPDG_0095_BATU TABA,Jorong Air Haji Sungai Aur Kecamatan Sungai Aur Kabupaten Pasaman Padang Sumatera Barat,100.4125,-0.32038889,1.81,0,19,13.4,S,100,24,45,E,02242842-000SU/2620202025,7-Feb-20,2.12E+12,6-Feb-26,NPDG_0149_KAMPUNG NAN LIMO,0,19,54.98,S,100,24,3.56,E
2.07E+12,1,"INDOSAT TBK, PT.",15215,14725,28000,15G_XMC2_128Q_28M_157M,030782_SITAPUANG,"JORONG LASI MUDO, NAGARI LASI, KEC. CANDUANG, AGAM",100.4372306,-0.31863889,4.32,0,19,7.1,S,100,26,14.03,E,02166573-000SU/2620192024,28-Oct-21,2.07E+12,22-Oct-26,030704_KAMPUANG NAN LIMO,0,19,55.5,S,100,24,2.9,E
2.04E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",10875,11405,40000,IPASOLINK200_11GHZ,325C313G Sitapuang,"Lasi, Kec. Candung, Kab. Agam, Sumatera Barat",100.4373125,-0.3185625,9.937,0,19,6.825,S,100,26,14.325,E,02912058-000SU/2620242025,26-Aug-24,2.04E+12,27-Aug-26,4251098E VII NAGARI AGAM,0,13,59.025,S,100,24,35.325,E
2.05E+12,1,"INDOSAT TBK, PT.",15075,14585,28000,15G_XMC2_128Q_28M_157M,030782_SITAPUANG,"Lasi, Kec. Candung, Kab. Agam, Sumatera Barat",100.4373125,-0.3185625,4.316,0,19,6.825,S,100,26,14.325,E,02917853-000SU/2620242029,17-Sep-24,2.05E+12,19-Sep-26,030704_KAMPUANG NAN LIMO,0,19,55.425,S,100,24,3.375,E
2.08E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",15159,,28000,NEC iPASOLINK 400A Radio Microwave,4259749E PASANEHAN BATABUAH,"Bukik Batabuah, Kec. Candung, Kab. Agam, Sumatera Barat",100.4340625,-0.3304375,2.655,0,19,49.575,S,100,26,2.625,E,02951312-000SU/2620252026,19-Mar-25,2.08E+12,14-Feb-27,425A310E BATU TABA,0,19,13.125,S,100,24,44.775,E
2.12E+12,1,"INDOSAT TBK, PT.",11325,,40000,Huawei RTN XMC 11G-3 11 GHz,03LBU0117-BUKIK_BATABUAH,"Bukik Batabuah, Kec. Candung, Kab. Agam, Sumatera Barat",100.4340625,-0.3304375,4.97,0,19,49.575,S,100,26,2.625,E,03032215-000SU/2620252030,20-Oct-25,2.12E+12,26-Oct-26,03LBU0054-TALUAK_KUBANG_PUTIH_TB,0,19,44.63,S,100,23,21.97,E
2.84E+12,1,"INDOSAT TBK, PT.",11685,11155,40000,Huawei RTN XMC 11G-2H 11 GHz,03LBU0103_CANDUNG_LAWEH_CM,"Pasar Baso, Jalan Raya Bukittinggi - Payakumbuh Km.11, Tabek Panjang, Baso, Kabupaten Agam, Sumatera Barat",100.4713,-0.31193056,2.816,0,18,42.95,S,100,28,16.68,E,02689882-000SU/2620232028,11-Jul-23,2.84E+12,16-Apr-26,03LBU0091_BASO_PL,0,17,12.07,S,100,28,4.72,E
2.44E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",22442,23450,28000,FIBEAIR IP-20C (23GHZ),SB00077-NPDG_0095-BATU TABA,Jl. Raya Panca| Bukik Batabuah| Canduang| Kabupaten Agam| Sumatera Barat 26191| Indonesia,100.4125,-0.32038889,2.19,0,19,13.4,S,100,24,45,E,02484097-000SU/2620212026,15-Sep-21,2.44E+12,15-Sep-26,SMB_M_00109-NPDG_0406-AGAM AMPEK ANGKEK,0,18,38.95,S,100,25,47.03,E
2.01E+12,1,"INDOSAT TBK, PT.",13059,12793,28000,RTN900 HUAWEI_13G_XMC2_256Q_28M_183M,03LBU0111-KUBANG_PUTIAH_TB,"Pasia, Agam, Sumatera Barat, Sumatera, 27151, Indonesia",100.4125,-0.33277778,3.486,0,19,58,S,100,24,45,E,02876645-000SU/2620242029,5-Jul-24,2.01E+12,3-Jul-26,03BTT0020-PASAR_AURKUNING_EP,0,18,51,S,100,23,14,E
2.01E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",23030,22022,28000,NEC iPASOLINK 400A Radio Microwave,4259711E SUNGAI PUA KUBANG,"Pasia, Agam, Sumatera Barat, Sumatera, 27151, Indonesia",100.4126875,-0.3328125,1.382,0,19,58.125,S,100,24,45.675,E,02877011-000SU/2620242025,28-Jun-24,2.01E+12,2-Jul-26,425A310E BATU TABA,0,19,13.125,S,100,24,44.775,E
2.28E+12,1,"INDOSAT TBK, PT.",15131,14641,28000,15G_XMC2_128Q_28M_157M,030782_SITAPUANG,"JORONG LASI MUDO, NAGARI LASI, KEC. CANDUANG, AGAM.",100.4372333,-0.31864167,4.32,0,19,7.11,S,100,26,14.04,E,02396793-000SU/2620202025,1-Dec-20,2.28E+12,1-Dec-26,030704_KAMPUANG NAN LIMO,0,19,55.5,S,100,24,2.9,E
2.67E+12,1,TELEKOMUNIKASI INDONESIA TBK,8236.92,7925.6,29650,ERICSSON ML-8TN,LBB086_BUKITBULATBASO,KOMP. TELKOM BUKIT BULEK BASO JORONG 100 JANJANG KEC.IV ANGKAT AGAM,100.4856389,-0.33086111,4.59,0,19,51.1,S,100,29,8.3,E,02602559-000SU/2620222027,7-Sep-22,2.67E+12,14-Sep-26,BSK208_TABEK PATAH,0,19,44.2884,S,100,31,36.7032,E
2.03E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",10755,11285,40000,NEC iPASOLINK 400A Radio Microwave,325C313G Sitapuang,"Lasi, Kec. Candung, Kab. Agam, Sumatera Barat",100.4373125,-0.3185625,9.937,0,19,6.825,S,100,26,14.325,E,02902565-000SU/2620242025,2-Aug-24,2.03E+12,13-Aug-26,4251098E VII NAGARI AGAM,0,13,59.025,S,100,24,35.325,E
2.02E+12,1,TELEKOMUNIKASI INDONESIA TBK,8059.02,,29650,ERICSSON ML-8TN,LBB086_BukitBulatBaso,"MF9P+J6Q Koto Tinggi, Kabupaten Agam, Sumatera Barat",100.4855639,-0.33093889,12.271,0,19,51.38,S,100,29,8.03,E,02069319-000SU/2620182023,14-May-25,2.02E+12,9-Dec-26,BKT175_Kampung Cina,0,18,8.325,S,100,22,44.625,E
2.12E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",22442,23450,28000,FIBEAIR IP-20C (23GHZ),NPDG_0229_Biaro,"Jln Simpang Monggong Simabur MudikJorong Koto Marapak, Kec. Ampek",100.4166861,-0.28331111,2.254,0,16,59.92,S,100,25,0.07,E,02237078-000SU/2620202025,22-Mar-24,2.12E+12,21-Jan-27,NPDG_0051_SD Impres - Parak Tanjung,0,17,28.72,S,100,26,7.12,E
2.82E+12,1,"INDOSAT TBK, PT.",13171,12905,28000,Huawei RTN XMC 13G-3 13 GHz,03LBU0111_KUBANG_PUTIAH_TB,Jl Koto Panjang Bukit Batabuah Jorong Kubang Duo Nagari Bukit Batabuah Kec. Canduang Kab Agam Sumatera Barat,100.4126889,-0.33283889,3.48,0,19,58.22,S,100,24,45.68,E,02690846-000SU/2620232028,21-Mar-23,2.82E+12,16-Apr-26,03BTT0020_PASAR_AURKUNING_EP,0,18,50.9,S,100,23,14.96,E
2.01E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",11605,11075,40000,NEC iPASOLINK 400A Radio Microwave,4253841E KOTO TINGGI AGAM,"Agam, Sumatera Barat, Sumatera, 26192, Indonesia",100.4745625,-0.3156875,3.552,0,18,56.475,S,100,28,28.425,E,02876900-000SU/2620242025,28-Jun-24,2.01E+12,2-Jul-26,4253356E BASO,0,17,7.575,S,100,27,49.725,E
25630072016,2,"TELEKOMUNIKASI INDONESIA, PT.",6460,6800,40000,CERAGON-FIBEAIR IP-20G (6GHZ),BUKIT TAMBULUN,"JL. TELKOM KOTO TUO SIMPANG MALALA, KEC. IV KOTO, KOTA BUKIT TINGGI, PROP. SUMATERA BARAT",100.2903611,-0.34619444,9.88,0,20,46.3,S,100,17,25.3,E,01884437-000SU/2620162021,25-Jul-16,25630072016,31-Jul-26,BUKIT TINGGI,0,18,32.1,S,100,22,15.66,E
25631072016,2,"TELEKOMUNIKASI INDONESIA, PT.",6700,7040,40000,CERAGON FIBEAIR 3200T (3+1),BUKIT TAMBULUN,"JL. TELKOM KOTO TUO SIMPANG MALALA, KEC. IV KOTO, KOTA BUKIT TINGGI, PROP. SUMATERA BARAT",100.2903611,-0.34619444,9.88,0,20,46.3,S,100,17,25.3,E,01884435-000SU/2620162021,25-Jul-16,25631072016,31-Jul-26,BUIT TINGGI,0,18,32.1,S,100,22,15.66,E
27963062018,1,"TELEKOMUNIKASI INDONESIA, PT.",6620,6960,40000,CERAGON-FIBEAIR IP-20G (6GHZ),BUKIT TAMBULUN,"JL. TELKOM KOTO TUO SIMPANG MALALA, KEC. IV KOTO, KOTA BUKIT TINGGI, PROP. SUMATERA BARAT",100.2903611,-0.34619444,201.81,0,20,46.3,S,100,17,25.3,E,02040526-000SU/2620182023,7-Jun-18,27963062018,7-Jun-26,TUA PEJAT,2,1,44.33,S,99,35,18.38,E
27958062018,2,"TELEKOMUNIKASI INDONESIA, PT.",6500,6840,40000,CERAGON-FIBEAIR IP-20G (6GHZ),BUKIT TAMBULUN,"JL. TELKOM KOTO TUO SIMPANG MALALA, KEC. IV KOTO, KOTA BUKIT TINGGI, PROP. SUMATERA BARAT",100.2903611,-0.34619444,9.88,0,20,46.3,S,100,17,25.3,E,02040529-000SU/2620182023,7-Jun-18,27958062018,7-Jun-26,BUKIT TINGGI,0,18,32.1,S,100,22,15.66,E
27960062018,2,"TELEKOMUNIKASI INDONESIA, PT.",7170,7331,28000,FIBEAIR IP-20G (7GHZ),BUKIT TAMBULUN,"JL. TELKOM KOTO TUO SIMPANG MALALA, KEC. IV KOTO, KOTA BUKIT TINGGI, PROP. SUMATERA BARAT",100.2903611,-0.34619444,9.88,0,20,46.3,S,100,17,25.3,E,02040533-000SU/2620182023,7-Jun-18,27960062018,7-Jun-26,BUIT TINGGI,0,18,32.1,S,100,22,15.66,E
27962062018,1,"TELEKOMUNIKASI INDONESIA, PT.",6540,6880,40000,CERAGON-FIBEAIR IP-20G (6GHZ),BUKIT TAMBULUN,"JL. TELKOM KOTO TUO SIMPANG MALALA, KEC. IV KOTO, KOTA BUKIT TINGGI, PROP. SUMATERA BARAT",100.2903611,-0.34619444,201.81,0,20,46.3,S,100,17,25.3,E,02040534-000SU/2620182023,7-Jun-18,27962062018,7-Jun-26,TUA PEJAT,2,1,44.33,S,99,35,18.38,E
26168032019,1,"INDOSAT TBK, PT.",15075,14585,28000,15G_XMC2_256Q_28M_183M,030667_SIANOK,"Jorong Sianok Kanagarian anam suku kec IV soko,Kec Agam",100.3521667,-0.30539167,3.3,0,18,19.41,S,100,21,7.8,E,02091057-000SU/2620192024,13-Mar-19,26168032019,13-Mar-27,030503_Adinegoro - Birugo,0,19,9.41,S,100,22,42.39,E
23924022018,2,"TELEKOMUNIKASI SELULAR, PT.",7777.35,8088.67,29650,3000 SERIES 4-11GHZSTM1/OC-3 MICROWAVE RADIO (7725-8275 MHZ),BKT509,"BKT509_STRGM TELKOM SITE TAMBULUN.DESA BALINGKA.KEC.IV KOTO.KAB.AGAM ( JL.BUKIT TINGGI-MANINJAU ).SUMATERA BARAT, AGAM, IV KOTO, SUMATERA BARAT",100.2903889,-0.34616667,11.01,0,20,46.2,S,100,17,25.4,E,02014641-000SU/2620182023,10-Jun-22,23924022018,6-Mar-26,BKT175,0,18,7.09,S,100,22,44.3,E
23923022018,2,"TELEKOMUNIKASI SELULAR, PT.",7895.95,8207.27,29650,3000 SERIES 4-11GHZSTM1/OC-3 MICROWAVE RADIO (7725-8275 MHZ),BKT509_BUKIT TAMBULUN 3,"BKT509_STRGM TELKOM SITE TAMBULUN.DESA BALINGKA.KEC.IV KOTO.KAB.AGAM ( JL.BUKIT TINGGI-MANINJAU ).SUMATERA BARAT, AGAM, IV KOTO, SUMATERA BARAT",100.2903889,-0.34616667,11.005,0,20,46.2,S,100,17,25.4,E,,11-Jul-23,23923022018,6-Mar-26,BKT175_KAMPUNG CINA,0,18,7.09,S,100,22,44.3,E
2.88E+12,2,"INDOSAT TBK, PT.",14935,14445,28000,Huawei RTN XMC 15G-3 15 GHz,03LBU0037_GUGUK_RANDAH_TB,"Agam, Sumatera Barat, Sumatera, 26116, Indonesia",100.3535625,-0.3403125,3.308,0,20,25.125,S,100,21,12.825,E,02733386-000SU/2620232028,30-Jul-24,2.88E+12,26-Jul-26,03LBU0044_JAMBU_AIR_EP,0,19,30.04,S,100,22,44.76,E
2.02E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",15047,14557,28000,FIBEAIR? IP-20C(15GHZ),SMB_M_00183-NPDG_0465-N_KOTOTUODS,Jorong galudua nagari koto tuo kec.iv koto agam,100.3535625,-0.3409375,4.03,0,20,27.375,S,100,21,12.825,E,02886747-000SU/2620242029,8-Jul-24,2.02E+12,1-Aug-26,Infill_NS362-NPDG_0148-NS NSM-BUKITTINGGI,0,18,37.125,S,100,22,23.475,E
2.02E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",12933,13199,28000,FIBEAIR IP-20C (13GHZ),SMB_M_00183-NPDG_0465-N_KOTOTUODS,Jorong galudua nagari koto tuo kec.iv koto agam,100.3535625,-0.3409375,5.071,0,20,27.375,S,100,21,12.825,E,02886774-000SU/2620242029,8-Jul-24,2.02E+12,1-Aug-26,SSG_0609-NPDG_0006-Btinggi HUB(G),0,18,10.575,S,100,22,44.625,E
2.10E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",12905,,28000,FIBEAIR IP-20C (13GHZ),NPDG 0465 SMB M 00183-NPDG 0465-N KOTOTUODS,Jorong galudua nagari koto tuo kec.iv koto agam,100.3535625,-0.3409375,5.079,0,20,27.375,S,100,21,12.825,E,03002475-000SU/2620252026,29-Jul-25,2.10E+12,17-Feb-26,NPDG 0006 SSG 0609-NPDG 0006-Btinggi HUB G,0,18,10.575,S,100,22,45.075,E
2.02E+12,2,"XLSMART TELECOM SEJAHTERA, PT.",15103,14613,28000,FIBEAIR? IP-20C(15GHZ),SMB_M_00183-NPDG_0465-N_KOTOTUODS,Jorong galudua nagari koto tuo kec.iv koto agam,100.3535625,-0.3409375,4.03,0,20,27.375,S,100,21,12.825,E,02886773-000SU/2620242029,8-Jul-24,2.02E+12,1-Aug-26,Infill_NS362-NPDG_0148-NS NSM-BUKITTINGGI,0,18,37.125,S,100,22,23.475,E
2.02E+12,1,"XLSMART TELECOM SEJAHTERA, PT.",12905,13171,28000,FIBEAIR IP-20C (13GHZ),SMB_M_00183-NPDG_0465-N_KOTOTUODS,Jorong galudua nagari koto tuo kec.iv koto agam,100.3535625,-0.3409375,5.071,0,20,27.375,S,100,21,12.825,E,02886782-000SU/2620242029,10-Jul-24,2.02E+12,1-Aug-26,SSG_0609-NPDG_0006-Btinggi HUB(G),0,18,10.575,S,100,22,44.625,E
